name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Polonnaruwa,2020-06-01,35.9,23.1,29.8,41.9,23.1,33.9,23.8,71.7,2.315,100,12.5,rain,0,0,39.6,15.8,252.4,1010.1,77.3,20,244.9,21.1,8,,2020-06-01T05:47:15,2020-06-01T18:20:32,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2020-06-02,37,21.9,29.6,39.1,21.9,31.9,21.9,65.9,0,0,0,,0,0,47.9,23.8,254.3,1009.9,59.8,20,284.3,24.6,9,,2020-06-02T05:47:19,2020-06-02T18:20:47,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2020-06-03,35.7,20.9,29.7,38.3,20.9,31.7,21.4,63.5,0.3,100,4.17,rain,0,0,47.9,22.7,249.8,1009.3,67.9,20,278.8,24.2,9,,2020-06-03T05:47:24,2020-06-03T18:21:02,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2020-06-04,38.1,19.4,29.9,39.5,19.4,31.7,20.6,60,0,0,0,,0,0,50,24.8,247.8,1009.1,42,20,291.9,25.3,10,,2020-06-04T05:47:29,2020-06-04T18:21:17,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2020-06-05,35.6,21.6,29.9,40.6,21.6,33.4,22.5,65.6,0.393,100,8.33,rain,0,0,53.6,24.5,248,1008.7,55.8,20,254.7,22,8,,2020-06-05T05:47:35,2020-06-05T18:21:32,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2020-06-06,33.2,23.2,28.3,37.3,23.2,31,22.5,71.5,0.06,100,8.33,rain,0,0,58.7,28.8,243.6,1008.8,88,20,221.2,19.2,7,,2020-06-06T05:47:42,2020-06-06T18:21:47,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2020-06-07,33.1,23.7,28.3,38.4,23.7,31,23.2,74.8,5.106,100,25,rain,0,0,57.6,24.1,247.5,1008.1,97.3,19.4,141.2,12.2,5,,2020-06-07T05:47:49,2020-06-07T18:22:02,0.55,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2020-06-08,34.1,22.4,28.6,37.9,22.4,31.1,22.9,72.8,0.39,100,8.33,rain,0,0,45.7,22.3,253.4,1007.1,93.4,20,231.1,19.9,8,,2020-06-08T05:47:57,2020-06-08T18:22:17,0.58,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2020-06-09,35.8,23.4,30,40.4,23.4,33.7,23.1,67.9,0.165,100,4.17,rain,0,0,55.1,25.9,247.1,1006.4,83.7,20,256.1,22.2,9,,2020-06-09T05:48:05,2020-06-09T18:22:32,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2020-06-10,35.4,23.7,30,39.8,23.7,34.3,23.5,69.3,1.212,100,16.67,rain,0,0,56.5,26.6,247.4,1005.6,93.8,20,219.1,18.9,8,,2020-06-10T05:48:14,2020-06-10T18:22:47,0.64,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2020-06-11,33.8,24.1,29.3,38.4,24.1,32.9,23.2,70.7,10.532,100,25,rain,0,0,67.7,27.7,247,1005.4,94.9,19.8,240.8,20.8,8,,2020-06-11T05:48:23,2020-06-11T18:23:02,0.68,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2020-06-12,35.3,23.7,29.7,40.2,23.7,33.3,23.3,70,1.343,100,12.5,rain,0,0,58.3,27,244.3,1005.1,67,20,239.7,20.7,9,,2020-06-12T05:48:33,2020-06-12T18:23:17,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2020-06-13,36.5,25.4,30.5,40.4,25.4,34,22.8,65.3,0,0,0,,0,0,52.9,23.8,246.3,1005.6,20,19.9,274.6,23.7,9,,2020-06-13T05:48:43,2020-06-13T18:23:32,0.75,Clear,Partly cloudy throughout the day.,clear-day,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2020-06-14,36,26.4,30.4,40.6,26.4,34.3,23,65.7,0.744,100,8.33,rain,0,0,58,27.4,248.5,1006.4,34.3,20,256.5,22.3,9,,2020-06-14T05:48:54,2020-06-14T18:23:46,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2020-06-15,36.4,26.4,30.6,41.3,26.4,34.4,22.9,65,1.4,100,4.17,rain,0,0,56.9,25.2,244.3,1006.5,69.2,20,265.7,23,9,,2020-06-15T05:49:04,2020-06-15T18:24:01,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2020-06-16,35.2,26.4,30.3,39.8,26.4,34.1,23.1,66.4,0.05,100,4.17,rain,0,0,61.2,25.6,241.9,1006.1,86,20,250.5,21.7,8,,2020-06-16T05:49:16,2020-06-16T18:24:15,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2020-06-17,35.9,26.1,30.5,40.6,26.1,34.4,23.2,66.5,0.165,100,4.17,rain,0,0,60.5,27,243.4,1006.5,48.3,20,267.4,23.3,9,,2020-06-17T05:49:28,2020-06-17T18:24:29,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2020-06-18,36.6,26.5,30.8,40.9,26.5,34.8,23.1,65.3,0.396,100,12.5,rain,0,0,55.1,24.1,244.3,1007.8,57.3,20,276.3,23.9,9,,2020-06-18T05:49:40,2020-06-18T18:24:43,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2020-06-19,36.2,26,30.4,41.4,26,34.5,23.3,67.2,5.208,100,8.33,rain,0,0,47.5,22,250.1,1007.6,67,20,259.7,22.4,9,,2020-06-19T05:49:52,2020-06-19T18:24:57,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2020-06-20,35.8,25.4,30.3,40.1,25.4,34.2,23,66.4,0.9,100,4.17,rain,0,0,50.8,23,249.3,1007.4,78.4,20,248.1,21.3,9,,2020-06-20T05:50:05,2020-06-20T18:25:10,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
