name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Polonnaruwa,2017-10-24,32.7,23.1,27.3,37,23.1,29.5,23.1,78.7,39.995,100,20.83,rain,0,0,19.4,8.3,215.7,1011.2,87.5,18.6,128.1,11,5,,2017-10-24T05:53:20,2017-10-24T17:46:49,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2017-10-25,33.7,22.8,27.4,38.2,22.8,29.6,23.7,81.5,14.195,100,12.5,rain,0,0,24.5,11.5,103.4,1011.9,69.3,19.4,219.2,19,9,,2017-10-25T05:53:25,2017-10-25T17:46:30,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2017-10-26,33.5,24,27.4,38.3,24,29.3,23.9,82.5,34.892,100,16.67,rain,0,0,20.5,6.8,194,1012.2,56,19.7,234.2,20.4,8,,2017-10-26T05:53:30,2017-10-26T17:46:11,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2017-10-27,31.4,23,26.6,36.5,23,28.4,23.7,85.2,30.734,100,20.83,rain,0,0,26.6,10.8,279.2,1011.4,88.4,18.7,192.8,16.6,8,,2017-10-27T05:53:36,2017-10-27T17:45:54,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2017-10-28,32.4,23.9,27.1,38.1,23.9,29.5,24.1,84.9,4.819,100,16.67,rain,0,0,24.1,12.6,297.2,1010.5,57.5,19.2,219.2,19,8,,2017-10-28T05:53:42,2017-10-28T17:45:37,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2017-10-29,31.4,23.9,26.6,36.3,23.9,28.3,24.1,86.9,9.9,100,20.83,rain,0,0,25.6,11.5,336,1010.3,76.1,18.9,171.9,14.8,7,,2017-10-29T05:53:49,2017-10-29T17:45:22,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2017-10-30,31.3,23.9,26.9,37.5,23.9,29.2,24.3,86.1,7.838,100,8.33,rain,0,0,16.9,6.1,244.7,1009.6,90.9,19.7,195.3,16.9,8,,2017-10-30T05:53:57,2017-10-30T17:45:07,0.34,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2017-10-31,30,23.8,26.2,35.4,23.8,28,24.1,88.7,11.359,100,16.67,rain,0,0,18.7,8.6,282.8,1009,98.5,19.7,116.6,10.1,4,,2017-10-31T05:54:06,2017-10-31T17:44:53,0.37,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2017-11-01,30.9,23.9,26.4,37,23.9,27.8,24.1,88.3,10.831,100,16.67,rain,0,0,27.4,10.1,301.6,1009.7,96.7,18.1,163.2,14.3,7,,2017-11-01T05:54:15,2017-11-01T17:44:40,0.4,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2017-11-02,29,24,25.8,33.4,24,26.5,23.9,89.8,12.893,100,25,rain,0,0,22,9.7,296,1008.8,96,19.6,136.3,11.8,6,,2017-11-02T05:54:25,2017-11-02T17:44:28,0.44,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2017-11-03,30.7,24,25.7,36.6,24,26.6,24,91.1,25.92,100,29.17,rain,0,0,21.2,8.6,341,1007.5,96,17.9,143.9,12.4,7,,2017-11-03T05:54:35,2017-11-03T17:44:16,0.47,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2017-11-04,30.3,23.5,26.1,37,23.5,28,24.1,89.7,32.573,100,20.83,rain,0,0,26.6,11.9,91.4,1007.5,94.7,17.8,153.8,13.2,7,,2017-11-04T05:54:47,2017-11-04T17:44:06,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2017-11-05,29.5,23.7,25.8,34.8,23.7,26.7,23.8,89.5,43.436,100,25,rain,0,0,31,11.2,99.3,1008.6,94.9,18.2,174.4,15.1,7,,2017-11-05T05:54:59,2017-11-05T17:43:57,0.54,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2017-11-06,29.1,24,25.9,34.5,24,27.4,23.9,88.9,17.254,100,16.67,rain,0,0,28.4,11.2,59,1009.2,96.5,19,172.9,15,7,,2017-11-06T05:55:12,2017-11-06T17:43:48,0.57,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2017-11-07,29.6,23.8,25.9,34.6,23.8,27.4,23.8,88.9,4.936,100,12.5,rain,0,0,29.2,10.1,85.1,1009.8,91.3,19.8,140.8,12.2,6,,2017-11-07T05:55:25,2017-11-07T17:43:41,0.61,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2017-11-08,29.7,23.5,25.5,35.8,23.5,26.6,23.6,89.7,22.812,100,20.83,rain,0,0,28.1,10.1,24.8,1010.3,94.4,18.2,146.7,12.6,6,,2017-11-08T05:55:40,2017-11-08T17:43:35,0.64,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2017-11-09,31.9,23.2,26.2,37.4,23.2,27.9,23.4,85.8,10.731,100,20.83,rain,0,0,32.4,13.7,314.1,1009,84.3,18.6,193.4,16.6,8,,2017-11-09T05:55:54,2017-11-09T17:43:29,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2017-11-10,28.6,23.8,25.5,33.3,23.8,26.3,23.6,89.8,26.712,100,16.67,rain,0,0,28.8,13.7,285.6,1008.1,87.6,17.7,126.2,10.9,6,,2017-11-10T05:56:10,2017-11-10T17:43:25,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2017-11-11,28.8,24,26,34.1,24,27.2,24,89.3,10.075,100,25,rain,0,0,31.7,15.1,295.9,1008.2,93.4,17.9,138,11.9,5,,2017-11-11T05:56:27,2017-11-11T17:43:22,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2017-11-12,31.2,23.9,26.8,35.4,23.9,28.1,22.6,78.9,1.508,100,8.33,rain,0,0,41.4,21.2,284.5,1007.5,89.9,18.3,191.7,16.6,7,,2017-11-12T05:56:44,2017-11-12T17:43:19,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2017-11-13,31.1,23.4,27,37.2,23.4,29.5,23.6,81.9,3.797,100,16.67,rain,0,0,41.8,18,271.6,1007,60.2,18.4,210.9,18.1,8,,2017-11-13T05:57:01,2017-11-13T17:43:18,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2017-11-14,32.8,23.9,27.6,37,23.9,29.2,22.5,75.5,0.372,100,4.17,rain,0,0,37.4,18.4,257.1,1006.8,43.5,19.5,252.7,21.7,8,,2017-11-14T05:57:20,2017-11-14T17:43:18,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2017-11-15,33.2,21.7,26.7,35.5,21.7,27.8,21.3,74.1,0.018,100,4.17,rain,0,0,33.1,15.5,260.1,1007.5,33.5,19,276,23.9,10,,2017-11-15T05:57:39,2017-11-15T17:43:18,0.89,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2017-11-16,33.1,21.7,27,36.6,21.7,28.5,21.9,75.8,0,0,0,,0,0,21.6,9,251.6,1008.1,12.2,20,246.1,21.2,9,,2017-11-16T05:57:59,2017-11-16T17:43:20,0.92,Clear,Clear conditions throughout the day.,clear-day,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2017-11-17,33.9,22,27.4,36.2,22,29,22.1,75.2,0,0,0,,0,0,21.6,10.1,213.4,1008.5,12.8,20,273.8,23.7,9,,2017-11-17T05:58:20,2017-11-17T17:43:23,0.96,Clear,Clear conditions throughout the day.,clear-day,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2017-11-18,31.9,23.9,27.7,40.2,23.9,30.7,24.5,83.7,0.018,100,4.17,rain,0,0,25.6,10.1,100,1009,38.4,19.9,213.5,18.4,7,,2017-11-18T05:58:41,2017-11-18T17:43:27,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2017-11-19,31.2,24.4,26.8,38.7,24.4,29,24.7,88.8,5.202,100,20.83,rain,0,0,22.3,8.6,78.7,1010.4,81.7,19.7,174.2,15,7,,2017-11-19T05:59:03,2017-11-19T17:43:32,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2017-11-20,31,23.9,26.5,36.7,23.9,28.4,24.2,87.6,1.382,100,25,rain,0,0,25.9,8.6,76,1010.5,86.1,19.3,171.3,14.7,7,,2017-11-20T05:59:25,2017-11-20T17:43:37,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2017-11-21,30.8,23.9,26.9,38.5,23.9,28.9,24.5,87.3,0.735,100,12.5,rain,0,0,27.4,11.5,52,1009.8,83.2,19.8,203.9,17.5,8,,2017-11-21T05:59:48,2017-11-21T17:43:44,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2017-11-22,30,24.1,26.5,35.2,24.1,28.4,23.9,86.4,4.352,100,25,rain,0,0,24.5,12.6,37.7,1009.1,78.7,19.5,175.8,15.2,6,,2017-11-22T06:00:12,2017-11-22T17:43:52,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2017-11-23,30,23.5,26.6,34.6,23.5,28.1,23.3,82.9,2.561,100,8.33,rain,0,0,33.8,11.5,32.8,1009,89,20,149.9,13.1,7,,2017-11-23T06:00:36,2017-11-23T17:44:01,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2017-11-24,30.3,23.6,26.4,34.3,23.6,27.6,23,82,1.106,100,20.83,rain,0,0,27,13,7.3,1010.5,95.4,18.3,152.1,13,6,,2017-11-24T06:01:01,2017-11-24T17:44:11,0.19,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2017-11-25,26.4,23.6,25,26.4,23.6,25,22.9,88.5,7.241,100,8.33,rain,0,0,36.7,9.7,314.5,1011.1,99.5,17.4,65.3,5.5,3,,2017-11-25T06:01:26,2017-11-25T17:44:22,0.22,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2017-11-26,27.7,23.2,24.7,32,23.2,25,23.9,95.6,56.514,100,29.17,rain,0,0,25.2,11.5,20,1010.9,98.6,17.4,46.7,4,3,,2017-11-26T06:01:52,2017-11-26T17:44:33,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2017-11-27,27.2,23.7,25,31.2,23.7,25.3,24,94,29.931,100,33.33,rain,0,0,32,14.8,49.8,1009.5,94.1,18.7,97,8.3,4,,2017-11-27T06:02:19,2017-11-27T17:44:46,0.29,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2017-11-28,27.7,24,25.5,31.7,24,26.1,24.1,92.2,37.75,100,29.17,rain,0,0,43.6,17.6,40.4,1008.6,96,17.9,114.8,9.9,5,,2017-11-28T06:02:46,2017-11-28T17:45:00,0.32,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2017-11-29,26.9,24.2,25.4,30,24.2,25.7,23.9,91.4,15.827,100,29.17,rain,0,0,54.4,23.4,78.4,1007,94.3,18.7,101.4,8.7,5,,2017-11-29T06:03:13,2017-11-29T17:45:14,0.36,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2017-11-30,30.3,23.9,25.9,35.4,23.9,27.1,23.7,88,9.158,100,33.33,rain,0,0,42.8,20.9,114,1008.3,93.7,18.3,135.2,11.6,6,,2017-11-30T06:03:41,2017-11-30T17:45:30,0.39,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2017-12-01,29.1,23.8,25.5,33.8,23.8,26.5,23.8,91,2.726,100,20.83,rain,0,0,31,8.3,258.6,1009.2,97.3,19.7,108.3,9.3,6,,2017-12-01T06:04:09,2017-12-01T17:45:46,0.42,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2017-12-02,29.3,23.4,25.3,34.1,23.4,26.2,23.6,90.6,19.597,100,20.83,rain,0,0,39.6,16.6,271.5,1010.3,84.7,18.8,158.3,13.7,6,,2017-12-02T06:04:37,2017-12-02T17:46:04,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2017-12-03,29.9,23.2,25.5,35.4,23.2,26.5,23.8,90.5,8.148,100,20.83,rain,0,0,22,11.5,325,1011.1,94,18.9,128.4,11,6,,2017-12-03T06:05:06,2017-12-03T17:46:22,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2017-12-04,29.6,23.7,25.7,34.4,23.7,26.7,23.6,88.6,1.399,100,25,rain,0,0,27.4,12.6,27.4,1010.5,94.9,19.6,95.3,8.3,3,,2017-12-04T06:05:36,2017-12-04T17:46:41,0.52,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2017-12-05,29.7,23,25.5,36,23,26.4,23.9,91.4,4.968,100,25,rain,0,0,24.1,10.8,348.8,1009.8,93.4,19.8,133.2,11.5,6,,2017-12-05T06:06:05,2017-12-05T17:47:01,0.56,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2017-12-06,30.8,23.9,26.5,36.4,23.9,28.1,23.7,85.6,2.129,100,8.33,rain,0,0,21.6,12,347.4,1009.2,91.5,18.8,186.3,16,8,,2017-12-06T06:06:35,2017-12-06T17:47:22,0.59,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2017-12-07,31,22.7,26.2,35.1,22.7,27.5,22.8,82.9,0.022,100,4.17,rain,0,0,24.5,10.8,335.2,1009,70.1,19.3,200.4,17.4,7,,2017-12-07T06:07:05,2017-12-07T17:47:43,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2017-12-08,31.2,22.2,25.7,33.1,22.2,26.7,21.6,79.7,0,0,0,,0,0,17.6,7,334.1,1009.7,23.6,20,256.7,22,9,,2017-12-08T06:07:35,2017-12-08T17:48:05,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2017-12-09,31.6,20.8,25.7,34.4,20.8,26.7,21.6,80.1,0,0,0,,0,0,13.7,7.2,98.3,1010.7,36.2,19.2,239.1,20.7,9,,2017-12-09T06:08:06,2017-12-09T17:48:28,0.69,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2017-12-10,31.9,22,26.5,35.4,22,27.7,22.5,80.3,0,0,0,,0,0,16.9,9.7,94.3,1011.4,31.8,19.4,214,18.5,8,,2017-12-10T06:08:37,2017-12-10T17:48:52,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
