name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Polonnaruwa,2023-02-06,28.2,23.4,25.6,32.9,23.4,26.5,23.2,87.1,1.201,100,20.83,rain,0,0,30.2,14,36.6,1010.4,91,22.3,107.6,9.3,4,10,2023-02-06T06:25:34,2023-02-06T18:14:37,0.52,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2023-02-07,29.9,23.5,25.9,35.4,23.5,27.5,23.9,89.2,3.733,100,20.83,rain,0,0,25.9,11.5,52.6,1010.8,76.6,22.2,159.7,13.8,8,30,2023-02-07T06:25:27,2023-02-07T18:14:52,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2023-02-08,30.7,23,26.5,36.7,23,28.1,23.5,84.8,0.9,100,16.67,rain,0,0,37.4,16.9,80.6,1010.6,70.9,22.3,216.8,18.7,7,30,2023-02-08T06:25:19,2023-02-08T18:15:06,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2023-02-09,31,21.8,26.2,35.7,21.8,27.7,22.9,83.5,0.9,100,16.67,rain,0,0,23.8,10.4,70.7,1011.4,57.2,22.9,230.3,19.8,8,10,2023-02-09T06:25:11,2023-02-09T18:15:19,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2023-02-10,29.7,23.3,25.9,36.2,23.3,27.3,23.1,85.1,0.8,100,16.67,rain,0,0,28.1,12.6,36.4,1012.5,74.7,22.5,225.5,19.5,8,10,2023-02-10T06:25:01,2023-02-10T18:15:32,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2023-02-11,30.2,22,25.8,33.7,22,26.9,22.1,80.9,0,0,0,,0,0,20.2,11.9,63.5,1012.5,79,22.5,186.6,16.1,6,10,2023-02-11T06:24:50,2023-02-11T18:15:44,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2023-02-12,30.4,21.9,25.5,34.7,21.9,26.6,21.9,81.2,0,0,0,,0,0,24.1,10.8,58.5,1012.9,63,22.5,273.7,23.6,10,10,2023-02-12T06:24:39,2023-02-12T18:15:55,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2023-02-13,30.2,20.3,25,32.6,20.3,25.7,21.1,80.1,0,0,0,,0,0,24.1,10.4,68.6,1012.9,35.7,22.6,257.1,22.2,9,10,2023-02-13T06:24:26,2023-02-13T18:16:06,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2023-02-14,30.4,20.2,25.2,33.9,20.2,26.2,21.2,79.6,0,0,0,,0,0,21.6,11.9,56.8,1012.6,27.2,22.5,228.3,19.6,7,10,2023-02-14T06:24:13,2023-02-14T18:16:16,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2023-02-15,29.9,19.7,24.4,31.8,19.7,25,20.1,78.7,0,0,0,,0,0,25.6,10.8,69.1,1011.6,35.2,22.6,270.8,23.5,9,10,2023-02-15T06:23:59,2023-02-15T18:16:25,0.83,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
