name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Polonnaruwa,2021-10-01,27.2,23.9,25.5,30.2,23.9,25.9,23.6,89.3,26.175,100,33.33,rain,0,0,24.1,9,267.1,1008.3,98.5,19.4,89.2,7.8,4,,2021-10-01T05:54:05,2021-10-01T17:57:09,0.83,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2021-10-02,33,22.9,26.9,36.9,22.9,28.4,23.1,81.5,5.133,100,20.83,rain,0,0,23.4,10.4,275.5,1007.6,82.8,19.9,222.3,19.4,7,,2021-10-02T05:53:59,2021-10-02T17:56:36,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2021-10-03,32.1,23.8,27.4,37.6,23.8,29.9,24.4,84.6,9.583,100,12.5,rain,0,0,28.8,11.9,250.7,1007.5,69.4,19.3,230.1,19.8,8,,2021-10-03T05:53:52,2021-10-03T17:56:05,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2021-10-04,31.1,23.8,26.6,36.2,23.8,28,24.2,87.3,14.33,100,25,rain,0,0,38.2,15.8,258.7,1007.2,94.5,18.5,139.4,12,6,,2021-10-04T05:53:47,2021-10-04T17:55:33,0.93,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2021-10-05,32.3,23.5,26.5,38.2,23.5,27.9,23.8,86.3,32.572,100,25,rain,0,0,41.8,15.8,247.6,1006.9,89.9,19.5,172.1,14.9,7,,2021-10-05T05:53:41,2021-10-05T17:55:02,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2021-10-06,32.6,23.6,27.5,37.6,23.6,29.6,23.3,79.2,1.832,100,12.5,rain,0,0,45,20.9,242.3,1006.8,73.9,19.9,204.4,17.6,8,,2021-10-06T05:53:36,2021-10-06T17:54:31,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2021-10-07,34.6,24.3,28.6,39.1,24.3,31.3,22.6,71.1,0,0,0,,0,0,43.9,20.9,245.8,1007.2,79.4,20,249.9,21.6,9,,2021-10-07T05:53:31,2021-10-07T17:54:01,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2021-10-08,34.4,24.5,29,39,24.5,31.8,22.7,69.8,0,0,0,,0,0,48.2,22.3,249.2,1008,76.5,20,251.9,21.8,8,,2021-10-08T05:53:27,2021-10-08T17:53:31,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2021-10-09,32.7,24.5,28.2,36.7,24.5,30.5,22.9,73.8,3.061,100,8.33,rain,0,0,60.1,24.8,253.6,1009.2,93.1,19.3,185.7,15.9,7,,2021-10-09T05:53:23,2021-10-09T17:53:01,0.1,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
Polonnaruwa,2021-10-10,33.4,25.7,28.9,38.4,25.7,32.3,23.5,73.7,1.549,100,16.67,rain,0,0,54.4,23.8,255.4,1008.2,84.1,19.8,218.6,18.9,9,,2021-10-10T05:53:19,2021-10-10T17:52:32,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43421099999,43444099999,43422099999,remote,43418099999,43436099999"
